"MULTIPOLYGON (((-82.678352355957 41.7200241088866,-82.6793899536133 41.724021911621,-82.6786880493164 41.7271041870116,-82.6785202026367 41.7315177917479,-82.6794662475586 41.7381668090819,-82.6816940307617 41.7417488098143,-82.6827621459961 41.7448654174803,-82.6844329833984 41.7475509643553,-82.6854248046875 41.7528724670409,-82.6852188110351 41.7586174011229,-82.6856918334961 41.7617187499999,-82.6855850219726 41.7648124694823,-82.6859512329101 41.7710075378416,-82.686393737793 41.7749938964842,-82.68798828125 41.779888153076,-82.6872406005859 41.7842941284178,-82.6865539550781 41.7869338989256,-82.6864547729492 41.7895851135253,-82.6863632202148 41.7922363281249,-82.6879119873047 41.7984542846678,-82.6877975463867 41.8015480041503,-82.688247680664 41.8055381774901,-82.6898574829101 41.8099899291991,-82.6897583007812 41.8126411437987,-82.6878280639648 41.8170242309569,-82.6865310668945 41.8200950622557,-82.6835021972656 41.8222427368163,-82.6799011230469 41.8234977722167,-82.6764373779297 41.8212165832518,-82.672378540039 41.8189239501952,-82.6658325195312 41.8201179504393,-82.6597595214844 41.8244171142577,-82.6572799682617 41.8274612426756,-82.6535720825195 41.8318099975584,-82.6510772705078 41.8352966308592,-82.6485443115234 41.8396682739256,-82.6460952758789 41.841827392578,-82.6425323486328 41.8421974182128,-82.6409454345703 41.8372993469237,-82.640510559082 41.8328704833983,-82.6383285522461 41.8279609680174,-82.636100769043 41.8243751525878,-82.6350631713867 41.8203735351561,-82.6334228515625 41.8168029785155,-82.6317825317383 41.8132324218749,-82.6313247680664 41.8096847534178,-82.6308822631836 41.8056983947753,-82.6310501098633 41.8012809753417,-82.6317367553711 41.7986412048338,-82.6324768066406 41.7946777343749,-82.6332473754883 41.7898292541503,-82.6333465576172 41.7871780395506,-82.6328582763672 41.7845153808592,-82.6312637329101 41.7796211242675,-82.6296081542969 41.7764930725096,-82.6273651123047 41.7733497619628,-82.6257247924804 41.7697792053221,-82.6252670288086 41.7662353515624,-82.6236953735351 41.7608985900877,-82.623794555664 41.7582473754881,-82.6240463256836 41.7516212463378,-82.6283264160156 41.7477340698241,-82.6313400268554 41.7460250854491,-82.638442993164 41.7457313537596,-82.6431579589843 41.7458267211913,-82.6478500366211 41.7468070983885,-82.6524887084961 41.7491149902342,-82.6559982299804 41.7500686645506,-82.6607513427734 41.7492828369139,-82.6631927490234 41.7471199035643,-82.6668930053711 41.7427749633788,-82.6688613891601 41.7375106811522,-82.6689758300781 41.734420776367,-82.669677734375 41.7313423156737,-82.6691818237305 41.7286796569823,-82.6716842651367 41.7247543334959,-82.678352355957 41.7200241088866)),((-82.6792678833008 41.694854736328,-82.6793823242187 41.6917648315428,-82.6812438964844 41.6891517639159,-82.6865997314453 41.6879310607909,-82.6918563842773 41.6893615722655,-82.6953887939453 41.6894340515135,-82.698257446289 41.6916999816893,-82.6963500976562 41.6956405639647,-82.6927337646484 41.6977767944335,-82.6891632080078 41.698589324951,-82.6850051879883 41.6993904113768,-82.6792678833008 41.694854736328)))"				-82.66098	41.76506
